pair_ID	gi_score	Zn_starvation_reg	Proteasome	PPI_overlap	PPI_total	Te_homolog_num	Ch_homolog_num	Localized_Golgi_to_ER	Localized_cytoplasm	Min_mRNA_halflife	Total_mRNA_halflife
YJL112W_YMR092C	-0.01557875	0	0	0	22	0	0	0	0	23	75
YJL112W_YMR116C	-0.00811125	0	0	0	30	0	0	0	0	10	33
YJL112W_YNL006W	-0.01111525	0	0	0	34	0	0	0	0	23	69
YJL112W_YOR269W	-0.2124225	0	0	1.5625	64	0	0	0	1	17	40
YJL112W_YOR272W	-0.0141005	0	0	0	61	0	0	0	0	7	30
YJL112W_YPL151C	0.04947075	0	0	0	50	0	0	0	1	23	54
YJL112W_YPR178W	-0.031466	0	0	0	44	0	0	0	1	23	62
YJL116C_YMR244W	-0.088635	0	0	0	53	0	0	0	0	38	38
YJL116C_YNL066W	-0.10522	0	0	0	53	0	0	0	0	22	80
YJL124C_YLR438C-A	0.10174858	0	0	25	84	0	0	0	2	17	48
YJL124C_YNL147W	0.16704474	0	0	17.80821918	73	0	0	0	2	24	55
YJL126W_YLR351C	-0.02351996	0	0	0	2	0	0	0	1	35	81
YJL128C_YKL048C	-0.16899075	0	0	1.818181818	55	0	0	0	1	34	78
YJL128C_YKL101W	0.00083535	0	0	2.542372881	118	0	0	0	1	34	71
YJL128C_YKL116C	-0.024974	0	0	1.639344262	61	0	0	0	2	33	67
YJL128C_YKL139W	0.060078	0	0	1.204819277	83	0	0	0	2	31	65
YJL128C_YKL161C	0.03171935	0	0	1.923076923	52	0	0	0	1	23	57
YJL128C_YKL166C	0.0738774	0	0	3.125	128	0	0	0	2	16	50
YJL128C_YKL168C	-0.0635776	0	0	2.040816327	49	0	0	0	2	34	78
YJL128C_YLR096W	-0.0658749	0	0	1.612903226	124	0	0	0	1	33	67
YJL128C_YLR113W	0.07932325	0	0	5.555555556	72	0	0	0	2	32	66
YJL128C_YLR248W	0.00883565	0	0	3.03030303	66	0	0	0	2	34	82
YJL128C_YMR104C	0.02270715	0	0	0	48	0	0	0	2	38	38
YJL128C_YMR139W	0.0410194	0	0	1.315789474	76	0	0	0	2	34	84
YJL128C_YMR291W	-0.02029065	0	0	2.127659574	47	0	0	0	2	34	98
YJL128C_YNL020C	0.03096685	0	0	0	54	0	0	0	1	27	61
YJL128C_YNR031C	0.07447065	0	0	4.444444444	45	0	0	0	2	29	63
YJL128C_YNR047W	0.04006425	0	0	0	37	0	0	0	2	34	88
YJL128C_YOL016C	0.05086425	0	0	1.234567901	81	0	0	0	2	34	75
YJL128C_YOL045W	0.00979665	0	0	0	57	0	0	0	2	34	83
YJL128C_YOL113W	-0.0124579	0	0	3.75	80	0	0	0	1	34	77
YJL128C_YOR231W	-0.02177725	0	0	0	62	0	0	0	1	34	79
YJL128C_YOR233W	-0.057392	0	0	0	65	0	0	0	1	29	63
YJL128C_YOR267C	0.02575825	0	0	1.162790698	86	0	0	0	2	34	74
YJL128C_YOR351C	-0.0153454	0	0	1.075268817	93	0	0	0	1	38	38
YJL128C_YPL026C	0.0357129	0	0	1.265822785	79	0	0	0	2	34	149
YJL128C_YPL031C	0.0435565	0	0	0.852878465	469	0	0	0	2	34	76
YJL128C_YPL042C	0.00098625	0	0	0	78	0	0	0	1	32	66
YJL128C_YPL140C	0.0167095	0	0	0	52	0	0	0	2	29	63
YJL128C_YPL141C	0.01458375	0	0	3.225806452	124	0	0	0	2	17	51
YJL128C_YPL150W	-0.00595465	0	0	2.857142857	70	0	0	0	1	34	75
YJL128C_YPL153C	0.0022898	0	0	0.694444444	144	0	0	0	1	34	72
YJL128C_YPL203W	-0.024865	0	0	2.803738318	107	0	0	0	1	34	82
YJL128C_YPL209C	-0.0138284	0	0	1.754385965	114	0	0	0	1	17	51
YJL128C_YPR054W	-0.00319335	0	0	0	49	0	0	0	1	38	38
YJL128C_YPR111W	-0.0430489	0	0	0	42	0	0	0	2	34	68
YJL128C_YPR161C	0.0746531	0	0	0	107	0	0	0	1	28	62
YJL130C_YMR207C	-0.03692175	0	0	0	7	0	0	0	1	30	63
YJL130C_YNR016C	0.0118232	0	0	0	8	0	0	0	2	16	49
YJL133W_YJR077C	-0.00508104	0	0	0	53	0	0	0	0	22	80
YJL133W_YJR095W	-0.04799896	0	0	0	53	0	0	0	0	38	38
YJL133W_YKL120W	0.005872	0	0	0	53	0	0	0	0	10	32
YJL133W_YKR052C	-0.28380456	0	0	0	53	0	0	0	0	22	52
YJL133W_YLR348C	0.04311216	0	0	0	53	0	0	0	0	22	45
YJL133W_YMR166C	-0.0197824	0	0	0	53	0	0	0	0	22	52
YJL133W_YNL003C	0.0220112	0	0	0	53	0	0	0	0	22	53
YJL133W_YNL083W	-0.01572856	0	0	0	53	0	0	0	0	22	79
YJL133W_YOR100C	0.02781824	0	0	0	53	0	0	0	0	22	82
YJL133W_YOR222W	0.0036928	0	0	0	53	0	0	0	0	22	81
YJL133W_YPL134C	0.00618	0	0	0	53	0	0	0	0	22	54
YJL133W_YPR011C	0.04818744	0	0	0	53	0	0	0	0	22	45
YJL133W_YPR021C	-0.00241776	0	0	0	53	0	0	0	0	22	71
YJL133W_YPR058W	0.02427544	0	0	0	53	0	0	0	0	22	46
YJL133W_YPR128C	0.04149984	0	0	0	53	0	0	0	0	22	45
YJL134W_YKR053C	-0.04762224	0	0	0	53	0	0	0	0	15	55
YJL137C_YKR058W	-0.0658174	0	0	33.33333333	3	0	0	0	1	38	38
YJL138C_YKR024C	0.11767319	0	0	0	36	0	0	0	1	38	38
YJL138C_YKR059W	-0.59464736	0	0	7.692307692	26	0	0	0	2	38	38
YJL138C_YLL008W	0.06046841	0	0	0	32	0	0	0	2	38	38
YJL138C_YLR276C	0.04931828	0	0	0	25	0	0	0	1	38	38
YJL138C_YLR467W	-0.00239685	0	0	0	53	0	0	0	1	38	38
YJL138C_YMR190C	0.03485494	0	0	0	33	0	0	0	2	38	38
YJL138C_YMR290C	0.06382882	0	0	0	33	0	0	0	1	38	38
YJL138C_YNL112W	-0.03280675	0	0	0	34	0	0	0	2	38	38
YJL138C_YNR038W	0.02696911	0	0	0	34	0	0	0	1	38	38
YJL138C_YOR046C	0.09885679	0	0	0	32	0	0	0	1	38	38
YJL138C_YOR204W	-0.07592773	0	0	4	25	0	0	0	1	38	38
YJL138C_YPL119C	-0.0606631	0	0	0	23	0	0	0	2	38	38
YJL139C_YKR061W	-0.123114	0	0	0	53	0	0	0	0	21	61
YJL139C_YNL029C	-0.0022435	0	0	0	53	0	0	0	0	21	44
YJL139C_YOR099W	-0.02794975	0	0	0	53	0	0	0	0	21	56
YJL139C_YPL053C	-0.028701	0	0	0	53	0	0	0	0	21	63
YJL141C_YKL101W	0.0092423	0	0	1.369863014	146	0	0	0	0	38	38
YJL141C_YKL116C	0.012828	0	0	0	89	0	0	0	1	38	38
YJL141C_YKL139W	0.479484	0	0	3.738317757	107	0	0	0	1	38	38
YJL141C_YKL161C	-0.0318057	0	0	1.265822785	79	0	0	0	0	38	38
YJL141C_YKL166C	0.0312772	0	0	1.923076923	156	0	0	0	1	38	38
YJL141C_YKL168C	0.0048872	0	0	4.054054054	74	0	0	0	1	38	38
YJL141C_YLL019C	-0.375052	0	0	2.352941176	85	0	0	0	0	38	38
YJL141C_YLR096W	0.0302678	0	0	1.324503311	151	0	0	0	0	38	38
YJL141C_YLR113W	0.0094885	0	0	1.98019802	101	0	0	0	1	38	38
YJL141C_YMR104C	-0.0394773	0	0	0	75	0	0	0	1	38	38
YJL141C_YMR139W	0.0155532	0	0	0.970873786	103	0	0	0	1	38	38
YJL141C_YMR216C	0.0217063	0	0	1.818181818	110	0	0	0	1	38	38
YJL141C_YMR291W	-0.0352857	0	0	1.351351351	74	0	0	0	1	38	38
YJL141C_YNL020C	-0.0233507	0	0	2.53164557	79	0	0	0	0	38	38
YJL141C_YNL154C	-0.0257798	0	0	2.422145329	289	0	0	0	1	38	38
YJL141C_YNR031C	0.0658257	0	0	0	74	0	0	0	1	38	38
YJL141C_YNR047W	0.0141865	0	0	0	64	0	0	0	1	38	38
YJL141C_YOL016C	-0.0144135	0	0	0.925925926	108	0	0	0	1	38	38
YJL141C_YOL045W	0.0826537	0	0	1.204819277	83	0	0	0	1	38	38
YJL141C_YOL113W	-0.0090062	0	0	0.917431193	109	0	0	0	0	38	38
YJL141C_YOL128C	0.0313775	0	0	0	84	0	0	0	0	38	38
YJL141C_YOR061W	0.007647	0	0	0.840336134	119	0	0	0	1	38	38
YJL141C_YOR231W	-0.0236005	0	0	1.136363636	88	0	0	0	0	38	38
YJL141C_YOR233W	0.060324	0	0	0	92	0	0	0	0	38	38
YJL141C_YOR351C	0.0196188	0	0	0	121	0	0	0	0	38	38
YJL141C_YPL031C	0.016457	0	0	1.419878296	493	0	0	0	1	38	38
YJL141C_YPL042C	-0.0993975	0	0	1.941747573	103	0	0	0	0	38	38
YJL141C_YPL140C	-0.028909	0	0	0	79	0	0	0	1	38	38
YJL141C_YPL141C	-0.0222425	0	0	0.649350649	154	0	0	0	1	38	38
YJL141C_YPL150W	-0.0105777	0	0	0	99	0	0	0	0	38	38
YJL141C_YPL153C	0.0008844	0	0	1.176470588	170	0	0	0	0	38	38
YJL141C_YPL203W	-0.00567	0	0	3.007518797	133	0	0	0	0	38	38
YJL141C_YPL204W	-0.1057018	0	0	1.746724891	229	0	0	0	1	38	38
YJL141C_YPL209C	-0.0835552	0	0	3.623188406	138	0	0	0	0	38	38
YJL141C_YPR054W	0.0020337	0	0	0	76	0	0	0	0	38	38
YJL141C_YPR111W	-0.0071042	0	0	0	69	0	0	0	1	38	38
YJL141C_YPR161C	-0.1213482	0	0	0.751879699	133	0	0	0	0	38	38
YJL145W_YKL091C	-0.0202644	0	0	0	2	0	0	0	2	22	62
YJL155C_YLR345W	-0.00281875	0	0	11.11111111	9	0	0	0	2	38	38
YJL155C_YOL136C	0.1415381	0	0	0	53	0	0	0	2	38	38
YJL158C_YKL163W	0.00786756	0	0	0	53	0	0	0	0	35	292
YJL158C_YKL164C	0.0382845	0	0	0	53	0	0	0	1	25	60
YJL159W_YKL163W	-0.0020052	0	0	0	5	0	0	0	0	38	295
YJL159W_YKL164C	-0.306415	0	0	0	5	0	0	0	1	25	63
YJL160C_YKL163W	-0.0188322	0	0	0	2	0	0	0	0	38	38
YJL160C_YKL164C	0.0105975	0	0	0	2	0	0	0	1	38	38
YJL162C_YLR090W	0.01043224	0	0	0	6	0	0	0	1	23	57
YJL162C_YMR161W	0.03166	0	0	0	53	0	0	0	1	23	59
YJL162C_YMR214W	0.0487216	0	0	0	5	0	0	0	1	20	43
YJL162C_YNL064C	0.04259056	0	0	0	17	0	0	0	2	10	33
YJL164C_YJR059W	-0.029144	0	0	29.51653944	393	0	0	0	2	43	91
YJL164C_YKL048C	-0.0276088	0	0	0.934579439	321	0	0	0	1	44	92
YJL164C_YKL101W	-0.04492736	0	0	6.575342466	365	0	0	0	1	37	85
YJL164C_YKL116C	0.0018504	0	0	2.167182663	323	0	0	0	2	33	81
YJL164C_YKL139W	0.4075312	0	0	1.44092219	347	0	0	0	2	31	79
YJL164C_YKL161C	-0.00369376	0	0	0.3125	320	0	0	0	1	23	71
YJL164C_YKL166C	-0.11957504	0	0	10.19283747	363	0	0	0	2	16	64
YJL164C_YKL168C	-0.02686704	0	0	1.27388535	314	0	0	0	2	44	92
YJL164C_YKL198C	0.0047152	0	0	0.649350649	308	0	0	0	1	39	87
YJL164C_YLL019C	-0.0327336	0	0	1.234567901	324	0	0	0	1	38	38
YJL164C_YLR096W	0.01061104	0	0	4.232804233	378	0	0	0	1	33	81
YJL164C_YLR113W	0.0305368	0	0	1.775147929	338	0	0	0	2	32	80
YJL164C_YLR248W	-0.02811424	0	0	3.067484663	326	0	0	0	2	48	96
YJL164C_YMR104C	-0.01590064	0	0	0.317460317	315	0	0	0	2	38	38
YJL164C_YMR139W	-0.00315824	0	0	4.863221885	329	0	0	0	2	48	98
YJL164C_YMR216C	0.01262784	0	0	8.282208589	326	0	0	0	2	43	91
YJL164C_YMR291W	0.00152224	0	0	0.958466454	313	0	0	0	2	48	112
YJL164C_YNL020C	-0.01664976	0	0	0.940438871	319	0	0	0	1	27	75
YJL164C_YNL154C	-0.04701264	0	0	15.2360515	466	0	0	0	2	32	80
YJL164C_YNR031C	0.06670976	0	0	1.612903226	310	0	0	0	2	29	77
YJL164C_YNR047W	0.0029432	0	0	0	305	0	0	0	2	48	102
YJL164C_YOL016C	-0.0141568	0	0	1.449275362	345	0	0	0	2	41	89
YJL164C_YOL045W	-0.03773984	0	0	1.880877743	319	0	0	0	2	48	97
YJL164C_YOL113W	0.00988784	0	0	3.846153846	338	0	0	0	1	43	91
YJL164C_YOL128C	0.009572	0	0	2.523659306	317	0	0	0	1	38	86
YJL164C_YOR061W	0.0232296	0	0	1.97740113	354	0	0	0	2	28	76
YJL164C_YOR231W	0.0024816	0	0	1.538461538	325	0	0	0	1	45	93
YJL164C_YOR233W	0.1094032	0	0	2.461538462	325	0	0	0	1	29	77
YJL164C_YOR267C	-0.0079392	0	0	2.601156069	346	0	0	0	2	40	88
YJL164C_YOR351C	0.00940784	0	0	5.539358601	343	0	0	0	1	38	38
YJL164C_YPL026C	-0.01149584	0	0	3.571428571	336	0	0	0	2	48	163
YJL164C_YPL031C	0.0547776	0	0	16.87697161	634	0	0	0	2	42	90
YJL164C_YPL042C	0.050712	0	0	1.46627566	341	0	0	0	1	32	80
YJL164C_YPL140C	0.0172288	0	0	0	320	0	0	0	2	29	77
YJL164C_YPL141C	0.010156	0	0	5.882352941	374	0	0	0	2	17	65
YJL164C_YPL150W	-0.05004336	0	0	1.492537313	335	0	0	0	1	41	89
YJL164C_YPL153C	-0.03694608	0	0	5.089058524	393	0	0	0	1	38	86
YJL164C_YPL203W	-0.051176	0	0	13.17365269	334	0	0	0	1	48	96
YJL164C_YPL204W	0.00743776	0	0	6.278026906	446	0	0	0	2	36	84
YJL164C_YPL209C	-0.05881536	0	0	7.56302521	357	0	0	0	1	17	65
YJL164C_YPR054W	-0.02745584	0	0	0.316455696	316	0	0	0	1	38	38
YJL164C_YPR111W	0.01316144	0	0	0.649350649	308	0	0	0	2	34	82
YJL164C_YPR161C	0.04758224	0	0	3.021978022	364	0	0	0	1	28	76
YJL165C_YKL048C	-0.00335195	0	0	0	57	0	0	0	0	36	80
YJL165C_YKL101W	-0.01007129	0	0	2.521008403	119	0	0	0	0	36	73
YJL165C_YKL116C	-0.0027644	0	0	5	60	0	0	0	1	33	69
YJL165C_YKL139W	0.3930268	0	0	0	85	0	0	0	1	31	67
YJL165C_YKL161C	0.00811911	0	0	0	54	0	0	0	0	23	59
YJL165C_YKL166C	-0.01782356	0	0	1.526717557	131	0	0	0	1	16	52
YJL165C_YKL168C	-0.02448656	0	0	0	51	0	0	0	1	36	80
YJL165C_YKL198C	-0.0178972	0	0	0	43	0	0	0	0	36	75
YJL165C_YLL019C	0.0684096	0	0	0	61	0	0	0	0	38	38
YJL165C_YLR096W	0.00349006	0	0	0	127	0	0	0	0	33	69
YJL165C_YLR113W	-0.06624355	0	0	0	77	0	0	0	1	32	68
YJL165C_YLR248W	0.00124389	0	0	2.985074627	67	0	0	0	1	36	84
YJL165C_YMR104C	0.00864179	0	0	0	49	0	0	0	1	38	38
YJL165C_YMR139W	0.01002164	0	0	1.298701299	77	0	0	0	1	36	86
YJL165C_YMR291W	-0.01220689	0	0	0	49	0	0	0	1	36	100
YJL165C_YNR031C	-0.01144511	0	0	0	48	0	0	0	1	29	65
YJL165C_YNR047W	0.00395105	0	0	0	38	0	0	0	1	36	90
YJL165C_YOL016C	-0.00114895	0	0	5.063291139	79	0	0	0	1	36	77
YJL165C_YOL045W	-0.02280951	0	0	0	58	0	0	0	1	36	85
YJL165C_YOL113W	0.01665026	0	0	3.703703704	81	0	0	0	0	36	79
YJL165C_YOL128C	-0.03554825	0	0	0	58	0	0	0	0	36	74
YJL165C_YOR061W	0.0228719	0	0	0	94	0	0	0	1	28	64
YJL165C_YOR231W	-0.00776885	0	0	1.612903226	62	0	0	0	0	36	81
YJL165C_YOR233W	-0.0049152	0	0	3.125	64	0	0	0	0	29	65
YJL165C_YOR267C	0.00386745	0	0	1.149425287	87	0	0	0	1	36	76
YJL165C_YOR351C	-0.02425724	0	0	2.150537634	93	0	0	0	0	38	38
YJL165C_YPL026C	-0.01168726	0	0	3.846153846	78	0	0	0	1	36	151
YJL165C_YPL031C	-0.0046811	0	0	1.498929336	467	0	0	0	1	36	78
YJL165C_YPL042C	-0.08807575	0	0	0	79	0	0	0	0	32	68
YJL165C_YPL140C	-0.0002993	0	0	0	53	0	0	0	1	29	65
YJL165C_YPL141C	0.00867775	0	0	4.032258065	124	0	0	0	1	17	53
YJL165C_YPL150W	0.01035471	0	0	0	73	0	0	0	0	36	77
YJL165C_YPL153C	0.02518388	0	0	4.285714286	140	0	0	0	0	36	74
YJL165C_YPL203W	0.027811	0	0	1.834862385	109	0	0	0	0	36	84
YJL165C_YPL209C	0.05590296	0	0	1.739130435	115	0	0	0	0	17	53
YJL165C_YPR054W	-0.00478351	0	0	0	50	0	0	0	0	38	38
YJL165C_YPR111W	0.01922566	0	0	4.87804878	41	0	0	0	1	34	70
YJL165C_YPR161C	-0.00707314	0	0	0.934579439	107	0	0	0	0	28	64
YJL172W_YOL153C	0.0378801	0	0	0	53	0	0	0	0	31	149
YJL177W_YKL180W	-0.01176825	0	0	0	53	0	0	0	2	13	26
YJL187C_YKL048C	-0.0463728	0	0	3.048780488	164	0	0	0	0	40	84
YJL187C_YKL101W	-0.07642816	0	0	4.932735426	223	0	0	0	0	37	77
YJL187C_YKL116C	-0.0276376	0	0	2.339181287	171	0	0	0	1	33	73
YJL187C_YKL139W	0.4788672	0	0	1.025641026	195	0	0	0	1	31	71
YJL187C_YKL161C	-0.04198656	0	0	1.840490798	163	0	0	0	0	23	63
YJL187C_YKL166C	-0.05824624	0	0	3.375527426	237	0	0	0	1	16	56
YJL187C_YKL168C	0.01690176	0	0	0.617283951	162	0	0	0	1	40	84
YJL187C_YKL198C	0.0341712	0	0	0	155	0	0	0	0	39	79
YJL187C_YLL019C	0.0224584	0	0	0.581395349	172	0	0	0	0	38	38
YJL187C_YLR096W	-0.00283776	0	0	5.752212389	226	0	0	0	0	33	73
YJL187C_YLR113W	0.0257408	0	0	1.612903226	186	0	0	0	1	32	72
YJL187C_YLR248W	-0.04526144	0	0	1.117318436	179	0	0	0	1	40	88
YJL187C_YMR104C	-0.01203984	0	0	0.625	160	0	0	0	1	38	38
YJL187C_YMR139W	-0.01632544	0	0	3.825136612	183	0	0	0	1	40	90
YJL187C_YMR216C	-0.03101696	0	0	7.608695652	184	0	0	0	1	40	83
YJL187C_YMR291W	0.02160944	0	0	3.205128205	156	0	0	0	1	40	104
YJL187C_YNL020C	-0.01352256	0	0	1.212121212	165	0	0	0	0	27	67
YJL187C_YNR031C	8.256E-05	0	0	1.265822785	158	0	0	0	1	29	69
YJL187C_YNR047W	-0.0193608	0	0	0	150	0	0	0	1	40	94
YJL187C_YOL016C	0.0433392	0	0	2.631578947	190	0	0	0	1	40	81
YJL187C_YOL045W	0.04544496	0	0	0.591715976	169	0	0	0	1	40	89
YJL187C_YOL113W	0.05024304	0	0	5.945945946	185	0	0	0	0	40	83
YJL187C_YOL128C	0.025732	0	0	1.796407186	167	0	0	0	0	38	78
YJL187C_YOR061W	0.0090176	0	0	4.568527919	197	0	0	0	1	28	68
YJL187C_YOR231W	-0.0283704	0	0	2.941176471	170	0	0	0	0	40	85
YJL187C_YOR233W	0.0324992	0	0	5.952380952	168	0	0	0	0	29	69
YJL187C_YOR267C	0.0403848	0	0	4.166666667	192	0	0	0	1	40	80
YJL187C_YOR351C	0.02896304	0	0	1.97044335	203	0	0	0	0	38	38
YJL187C_YPL031C	0.1959056	0	0	8.518518519	540	0	0	0	1	40	82
YJL187C_YPL042C	0.246872	0	0	2.139037433	187	0	0	0	0	32	72
YJL187C_YPL140C	-0.0126072	0	0	0.609756098	164	0	0	0	1	29	69
YJL187C_YPL141C	-0.053064	0	0	8.558558559	222	0	0	0	1	17	57
YJL187C_YPL150W	-0.02662416	0	0	1.092896175	183	0	0	0	0	40	81
YJL187C_YPL153C	-0.02226848	0	0	4.032258065	248	0	0	0	0	38	78
YJL187C_YPL203W	0.082044	0	0	1.826484018	219	0	0	0	0	40	88
YJL187C_YPL209C	-0.05885616	0	0	4.090909091	220	0	0	0	0	17	57
YJL187C_YPR054W	0.01824896	0	0	0.621118012	161	0	0	0	0	38	38
YJL187C_YPR111W	-0.00897536	0	0	0	155	0	0	0	1	34	74
YJL187C_YPR161C	0.01556944	0	0	0	220	0	0	0	0	28	68
YJL190C_YLR367W	-0.2981106	0	0	0	53	0	0	0	0	38	38
YJL193W_YOR307C	-0.002554	0	0	0	53	0	0	0	0	31	64
YJL194W_YML065W	-0.16682258	0	0	3.459119497	318	0	0	0	1	12	39
YJL196C_YLR372W	0.009344	0	0	13.04347826	23	0	0	0	0	12	39
YJL197W_YKR098C	0.0165218	0	0	0	6	0	0	0	1	30	167
YJL197W_YMR223W	-0.0004097	0	0	1.25	80	0	0	0	1	12	42
YJL197W_YMR304W	-0.0300637	0	0	2.325581395	43	0	0	0	2	30	78
YJL198W_YNR013C	0.0056	0	0	23.07692308	13	0	0	0	0	9	47
YJL206C_YKL015W	-0.0436511	0	0	0	53	0	0	0	1	16	57
YJL206C_YLR014C	0.0096056	0	0	0	53	0	0	0	0	12	53
YJL206C_YMR019W	-0.00064314	0	0	0	53	0	0	0	0	40	81
YJL206C_YMR280C	0.03799646	0	0	0	53	0	0	0	1	41	106
YJL206C_YOR380W	-0.0034997	0	0	0	53	0	0	0	0	41	90
YJL212C_YPR194C	-0.01245625	0	0	0	13	0	0	0	0	38	38
YJL214W_YLR081W	0.01376775	0	0	0	53	0	0	0	0	38	38
YJL214W_YML123C	0.08112325	0	0	15.78947368	19	0	0	0	0	38	38
YJL214W_YMR011W	-0.002248	0	0	0	53	0	0	0	0	38	38
YJL214W_YOL103W	0.00712175	0	0	0	53	0	0	0	0	38	38
YJL216C_YOL157C	0.0032316	0	0	0	53	0	0	0	0	31	66
YJL219W_YLR081W	-0.00066975	0	0	0	53	0	0	0	0	38	38
YJL219W_YML123C	-0.03488925	0	0	11.11111111	18	0	0	0	0	38	38
YJL219W_YMR011W	-0.027348	0	0	0	53	0	0	0	0	38	38
YJL219W_YOL103W	-0.05101575	0	0	0	53	0	0	0	0	38	38
YJL223C_YJR150C	0.023274	0	0	0	53	0	0	0	0	38	38
YJL223C_YLL025W	-0.004754	0	0	0	53	0	0	0	0	38	38
YJL223C_YLR037C	0.0075152	0	0	0	53	0	0	0	0	38	38
YJL223C_YLR461W	-0.00834	0	0	0	53	0	0	0	0	38	38
YJL223C_YOR009W	-0.042222	0	0	0	53	0	0	0	0	38	38
YJL223C_YOR010C	-0.0044412	0	0	0	53	0	0	0	0	38	38
YJR001W_YKL146W	0.003892	0	0	0	53	0	0	0	0	30	64
YJR005W_YKL135C	-0.050216	0	0	0	27	0	0	0	0	44	89
YJR031C_YPR095C	0.0423995	0	0	0	11	0	0	0	0	14	46
YJR032W_YLR216C	0.05498336	0	0	16.12903226	31	0	0	0	2	17	75
YJR032W_YML078W	0.0460383	0	0	0	19	0	0	0	1	17	41
YJR035W_YLR032W	-0.0715502	0	0	0	39	0	0	0	2	28	75
YJR035W_YLR247C	0.0317788	0	0	0	77	0	0	0	1	47	95
YJR035W_YOR191W	0.003602	0	0	0	39	0	0	0	1	28	75
YJR035W_YOR304W	-0.014457	0	0	0	41	0	0	0	1	30	77
YJR035W_YPL082C	-0.1629822	0	0	0.854700855	117	0	0	0	1	38	38
YJR036C_YKL010C	-0.03057196	0	0	0	25	0	0	0	1	38	38
YJR045C_YKL073W	-0.0311295	0	0	0	19	0	1	0	0	22	70
YJR045C_YLL024C	0.0515734	0	0	0	72	0	2	0	1	8	56
YJR045C_YPL106C	-0.0483672	0	0	0	77	0	1	0	1	32	80
YJR051W_YKL148C	0.02201765	0	0	0	53	0	0	0	0	32	79
YJR054W_YML047C	-0.20458595	0	0	0	53	0	0	0	0	30	89
YJR058C_YLR170C	-0.0078795	0	0	0	19	0	0	0	0	43	89
YJR059W_YKL048C	0.0831575	0	0	1.282051282	234	0	0	0	1	43	87
YJR059W_YKL101W	0.0351565	0	0	5.226480836	287	0	0	0	1	37	80
YJR059W_YKL116C	0.01864	0	0	2.53164557	237	0	0	0	2	33	76
YJR059W_YKL139W	0.74692	0	0	0.760456274	263	0	0	0	2	31	74
YJR059W_YKL166C	-0.088934	0	0	5.743243243	296	0	0	0	2	16	59
YJR059W_YKL168C	0.020416	0	0	0.873362445	229	0	0	0	2	43	87
YJR059W_YKL198C	-0.16118	0	0	0	223	0	0	0	1	39	82
YJR059W_YLR096W	-0.096291	0	0	4.778156997	293	0	0	0	1	33	76
YJR059W_YLR113W	-0.2978825	0	0	1.581027668	253	0	0	0	2	32	75
YJR059W_YLR248W	-0.0526665	0	0	5.957446809	235	0	0	0	2	43	91
YJR059W_YMR104C	-0.0243815	0	0	1.327433628	226	0	0	0	2	38	38
YJR059W_YMR291W	-0.0916835	0	0	0.881057269	227	0	0	0	2	43	107
YJR059W_YNR031C	-0.2397165	0	0	0.884955752	226	0	0	0	2	29	72
YJR059W_YNR047W	0.0129075	0	0	0	218	0	0	0	2	43	97
YJR059W_YOL016C	0.0294075	0	0	2.734375	256	0	0	0	2	41	84
YJR059W_YOL045W	0.0040235	0	0	1.276595745	235	0	0	0	2	43	92
YJR059W_YOL113W	0.031839	0	0	4.761904762	252	0	0	0	1	43	86
YJR059W_YOR061W	-0.022415	0	0	0.366300366	273	0	0	0	2	28	71
YJR059W_YOR231W	-0.0255775	0	0	1.673640167	239	0	0	0	1	43	88
YJR059W_YOR233W	-0.05748	0	0	3.797468354	237	0	0	0	1	29	72
YJR059W_YOR267C	-0.0219325	0	0	2.681992337	261	0	0	0	2	40	83
YJR059W_YOR351C	0.004614	0	0	6.177606178	259	0	0	0	1	38	38
YJR059W_YPL026C	-0.000389	0	0	4.819277108	249	0	0	0	2	43	158
YJR059W_YPL031C	-0.003065	0	0	10.28667791	593	0	0	0	2	42	85
YJR059W_YPL042C	-0.0171125	0	0	1.171875	256	0	0	0	1	32	75
YJR059W_YPL140C	0.028605	0	0	0	233	0	0	0	2	29	72
YJR059W_YPL141C	-0.1500875	0	0	4.745762712	295	0	0	0	2	17	60
YJR059W_YPL150W	-0.1445435	0	0	2.016129032	248	0	0	0	1	41	84
YJR059W_YPL153C	-0.003018	0	0	5.161290323	310	0	0	0	1	38	81
YJR059W_YPL203W	-0.09595	0	0	8.178438662	269	0	0	0	1	43	91
YJR059W_YPL209C	-0.022856	0	0	3.125	288	0	0	0	1	17	60
YJR059W_YPR054W	0.0120235	0	0	0	230	0	0	0	1	38	38
YJR059W_YPR111W	-0.001251	0	0	0.45045045	222	0	0	0	2	34	77
YJR059W_YPR161C	-0.129671	0	0	1.052631579	285	0	0	0	1	28	71
YJR062C_YLR351C	0.00955164	0	0	0	9	0	0	0	1	42	88
YJR064W_YLR259C	0.03514816	0	0	0	5	0	0	0	0	29	73
YJR065C_YLR085C	0.04725776	0	0	0	20	0	0	0	1	33	79
YJR066W_YKL203C	-0.4863936	0	0	61.17647059	85	0	0	0	0	30	72
YJR066W_YLR305C	-0.01380666	0	0	0	77	0	0	0	0	27	69
YJR068W_YMR078C	0.009528	0	0	9.677419355	31	0	0	0	1	14	45
YJR068W_YOL094C	-0.3383968	0	0	22.58064516	31	0	0	0	0	14	29
YJR072C_YOR262W	-0.02253535	0	0	0	53	0	0	0	2	9	46
